blog_title,blog_date,blog_img_url,like_count,blog_description
Golden Rules to Make the Most of Your Hotel’s Facebook Page,"December 15, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-social-media-960x480.jpg,3 likes,There’s a reason why we hear a bazillion times about ‘how to make the most of your Facebook page’
DHISCO’s big data challenge,"December 10, 2015",,2 likes,"In this age of big data, there’s lots of talk about how all the seemingly unlimited amounts of information we collect and store can be put to use"
A Revenue Management mistake that you need to avoid today,"October 23, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/comp-sets-838x419.jpg,2 likes,"As a revenue manager, taking a decision on the right price is the most important part of your role"
The UK RevPAR Growth Story: Promises and Challenges,"October 19, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/london-e2-678x339-1.jpg,2 likes,"With WTM London right around the corner, the RateGain team brings you an article about the UK's hospitality growth story, and what it means for Revenue Managers"
August 2015: Parity Performance. Where Does Your City Stand? – Latin America,"September 28, 2015",,2 likes,This is the fourth part of an exclusive seven-part series that takes a look at how top cities in various regions have performed in terms of rate parity
Introducing BrandGain Restaurant Module,"September 18, 2015",,2 likes,"According to Kirby Payne, President of HVS Hotel Management, the primary role of F&B in a hotel is to increase a hotel's room revenues"
"Q&A with new DHISCO CEO Toni Portmann, on taking Pegasus beyond the hotel switch","September 16, 2015",,2 likes,"Late last year, Toni Portmann took on the challenge of being a turnaround artist for Pegasus Solutions, the company that created the original “hotel switch"
Revenue optimisation love story: Grandhotel Zvon  achieves 34% growth in revenue with scientific pricing,"September 16, 2015",,2 likes,"Grandhotel Zvon is an award-winning, upscale 4-star hotel, situated in the historical centre of Ceske Budejovice"
Scientific pricing is no longer the Lamborghini you can never have.,"September 14, 2015",,3 likes,"As an hotelier, you are always wondering about what you can do next to increase your hotel’s revenue"
"As other hotel distribution fees rise, DHISCO represents less than 1% of booking costs","August 5, 2015",,2 likes,Two new studies previewed last month at the Revenue Strategy Summit in Washington show some interesting trends in the hotel booking channel
UNT Big Data Challenge,"July 21, 2015",,3 likes,"As leaders of the company that connects the world’s hotels to the world’s leading distribution networks, we at DHISCO have a wealth of data about travel trends, right at our fingertips"
How to improve your hotel's online reputation using a 100 year old mathematics principle,"July 16, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/pareto-e-700x350.jpg,4 likes,"According to a PhocusWright study from December 2013, 77% of travellers 'usually or always reference reviews before choosing a hotel"
Total Pricing,"July 13, 2015",,2 likes,"When it comes to booking travel, we all want to shop with an understanding of the bottom line: “what will this cost me?” Travelers need to know the whole price in order to book a stay, and they want to understand the reasons for additional costs that make up the total charge"
Update from HEDNA Barcelona: Forecast is sunny,"June 12, 2015",,2 likes,A number of us from the DHISCO team had the pleasure of attending HEDNA’s Barcelona conference this week
RevPar Growth in Europe: The top three cities,"June 4, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/europe-revpar-growth_rategain-700x350.png,2 likes,It's a resurgent time in Europe for tourism
The news for the hotel industry just keeps getting better,"May 19, 2015",,2 likes,PKF Hospitality Research is predicting our sector is on track to set a new record by posting the longest double-digit growth streak since it started tracking the industry in 1937
Three important elements your Revenue Management system is missing,"April 29, 2015",https://rategaincom.wpenginepowered.com/wp-content/uploads/2015/04/11-elements-blog.jpg,3 likes,You are happy with your revenue management systems
5 ways to Maximize Hotel Revenues in the Era of Mobile Bookings,"April 21, 2015",,4 likes,"How much are mobile devices like smartphones and tablets influencing your hotel's revenues?

Plenty"
Will airbnb disrupt the hotel business or just play on the sidelines?,"April 14, 2015",,4 likes,"It’s the question that’s increasingly on hoteliers’ minds: are sites like Airbnb a competitive threat or simply niche players that will continue to play on the sidelines? From the recent headlines about Airbnb moving into Cuba to reports about business travelers increasingly turning to alternative accommodations, it certainly seems that it’s a question we should all be examining"
3 Questions RateGain will Answer for you at WTM Latin America,"March 23, 2015",,4 likes,It's a really exciting time for the hospitality industry in Latin America
5 Key Highlights of Super Successful RateGain’s Hotel Revenue Summit 2015 Jakarta,"March 19, 2015",,3 likes,We Came Together
Reviews and Ratings: A simple way to use them to support your transient pricing strategy,"March 10, 2015",,3 likes,Competitor pricing and demand & supply
ITB Berlin: 5 Steps to Making Your Visit a Success,"February 25, 2015",,3 likes,"ITB Berlin, one of the world’s leading travel trade shows, is just a few days away"
Accor Hotels Partners with RateGain for its Rate Shopping Solution Integration,"February 23, 2015",,2 likes,"RateGain, the global leader in hotel online distribution, rate shopping and channel management solutions, has today announced their partnership with Accor Hotels, and a global partnership agreement has been signed"
RateGain Bags Top Honour at The 2nd Inc. India Innovative100 Conference and Awards Gala,"February 19, 2015",,2 likes,RateGain was recently honoured as one of India’s top innovative mid-sized companies in the product and high technology category at the 2nd Inc
3 Reasons to visit RateGain at ITB Berlin,"February 12, 2015",,1 like,2014 turned out to be a very exciting year for hotels in Europe
Top 3 Tips to Price Your Hotel Rooms Right in 2015,"February 12, 2015",,3 likes,"With 2015 well underway, it's time to start executing your hotel’s pricing strategy"
Europe's Outlook for 2015: What it means for your Hotel,"February 9, 2015",,5 likes,"What's your outlook for your hotel in 2015?

With ITB Berlin around the corner, we thought we would share a few interesting trends about the hospitality industry in Europe, and what you should look forward to in 2015"
"RateGain Announces Merril Yu and Sunish Sadasivan as Hotel Revenue Summit, Manila Keynote Speakers","February 6, 2015",,5 likes,"Today, we are excited to announce our jaw-dropping line up of speakers at the Hotel Revenue Summit, Manila on February 12th, 2015 - Merril Yu and Sunish Sadasivan"
"Join RateGain at Hotel Revenue Summit, Manila on February 12th, 2015","February 4, 2015",,5 likes,"To all the conference-goer hoteliers out there, here’s a simple question for you: What’s your goal of attending any conference?

It’s highly likely that your goal is one or more of the following:

 	Meet other smart hoteliers
 	Get motivated
 	Seek competitive intelligence
 	Meet the keynote speakers
 	Establish a business partnership
 	Stay successful with your revenue strategies
 	Have learning fun

Attending any conference with a few or all of the above mention"
